epoch,training_loss,validation_loss,mean_dice,mean_iou,dice_class_0,dice_class_1,dice_class_2,dice_class_3,iou_class_0,iou_class_1,iou_class_2,iou_class_3
1.0,0.5033879712655974,0.708524932138786,0.6939522320572465,0.545008349260645,0.9973541581746251,0.5199151266859027,0.7476620403248355,0.8142795291610013,0.9947222803606148,0.35127386007381245,0.5970129984072083,0.6867381893009141
2.0,0.379704658585591,0.377920718702366,0.7604399947255928,0.6189641448990498,0.9975516548440865,0.6682579355568707,0.7678421940137503,0.8452198546061573,0.9951152691951769,0.5017923165446487,0.6231687128737138,0.7319314052787871
3.0,0.31428363429512374,0.3933921515735879,0.709723988854542,0.5619442037366352,0.9972750392907105,0.5521533593070235,0.7535388542889861,0.8234797529676164,0.9945648890452234,0.38136177119059284,0.6045425939523754,0.6999282460669376
4.0,0.29880272274623476,0.41249791386078094,0.7329326854697075,0.5825762853355346,0.9974945868026112,0.6440703192918007,0.7548798679498375,0.7998478691674841,0.9950016964209737,0.4750027442097175,0.60627071116976,0.6664554006271266
5.0,0.31333399956003893,0.3563959121454439,0.7711259927467307,0.6329218139026975,0.9975381967993985,0.6827561911910923,0.7744045531665146,0.856217233882585,0.9950884847826788,0.5183218069618117,0.6318598483433566,0.7485837864029243
