epoch,training_loss,validation_loss,mean_dice,mean_iou,dice_class_0,dice_class_1,dice_class_2,dice_class_3,iou_class_0,iou_class_1,iou_class_2,iou_class_3
1.0,0.5342202961410092,0.7909246654918095,0.5061283013561088,0.38009081567185704,0.9962617138167875,0.11768749504267506,0.6996124648209577,0.7010849442046935,0.9925512731064038,0.06252282484057727,0.5380030536240356,0.5397465685509585
